ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
188,variation,MH12-L-Green,Ajax Full-Zip Sweatshirt -L-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,L,Color,Green,,,,,,,,,,,
189,variation,MH12-L-Red,Ajax Full-Zip Sweatshirt -L-Red,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-red_main.jpg,,,MH12,,,,,,,Size,L,Color,Red,,,,,,,,,,,
184,variation,MH12-M-Blue,Ajax Full-Zip Sweatshirt -M-Blue,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-blue_main.jpg,,,MH12,,,,,,,Size,M,Color,Blue,,,,,,,,,,,
185,variation,MH12-M-Green,Ajax Full-Zip Sweatshirt -M-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,M,Color,Green,,,,,,,,,,,
186,variation,MH12-M-Red,Ajax Full-Zip Sweatshirt -M-Red,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-red_main.jpg,,,MH12,,,,,,,Size,M,Color,Red,,,,,,,,,,,
181,variation,MH12-S-Blue,Ajax Full-Zip Sweatshirt -S-Blue,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-blue_main.jpg,,,MH12,,,,,,,Size,S,Color,Blue,,,,,,,,,,,
182,variation,MH12-S-Green,Ajax Full-Zip Sweatshirt -S-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,S,Color,Green,,,,,,,,,,,
183,variation,MH12-S-Red,Ajax Full-Zip Sweatshirt -S-Red,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-red_main.jpg,,,MH12,,,,,,,Size,S,Color,Red,,,,,,,,,,,
190,variation,MH12-XL-Blue,Ajax Full-Zip Sweatshirt -XL-Blue,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-blue_main.jpg,,,MH12,,,,,,,Size,XL,Color,Blue,,,,,,,,,,,
191,variation,MH12-XL-Green,Ajax Full-Zip Sweatshirt -XL-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,XL,Color,Green,,,,,,,,,,,
192,variation,MH12-XL-Red,Ajax Full-Zip Sweatshirt -XL-Red,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-red_main.jpg,,,MH12,,,,,,,Size,XL,Color,Red,,,,,,,,,,,
178,variation,MH12-XS-Blue,Ajax Full-Zip Sweatshirt -XS-Blue,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-blue_main.jpg,,,MH12,,,,,,,Size,XS,Color,Blue,,,,,,,,,,,
179,variation,MH12-XS-Green,Ajax Full-Zip Sweatshirt -XS-Green,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh12-green_back.jpg",,,MH12,,,,,,,Size,XS,Color,Green,,,,,,,,,,,
180,variation,MH12-XS-Red,Ajax Full-Zip Sweatshirt -XS-Red,1,0,visible,,"<p>The Ajax Full-Zip Sweatshirt makes the optimal layering or outer piece for archers, golfers, hikers and virtually any other sportsmen. Not only does it have top-notch moisture-wicking abilities, but the tight-weave fabric also prevents pilling from repeated wash-and-wear cycles.</p> <p>&bull; Mint striped full zip hoodie.<br />&bull; 100% bonded polyester fleece.<br />&bull; Pouch pocket.<br />&bull; Rib cuffs and hem. <br />&bull; Machine washable.</p>",,,,,1,100,0,0,1,,,,1,,,69,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh12-red_main.jpg,,,MH12,,,,,,,Size,XS,Color,Red,,,,,,,,,,,
209,variable,MH13,Marco Lightweight Active Hoodie,1,0,visible,This is a variable product called a Marco Lightweight Active Hoodie,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,0,0,0,,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_back.jpg",,,,,,,,,,Size,XS|S|M|L|XL,Color,Blue|Green|Lavender,,,,,,,,,,,
203,variation,MH13-L-Blue,Marco Lightweight Active Hoodie-L-Blue,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_back.jpg",,,MH13,,,,,,,Size,L,Color,Blue,,,,,,,,,,,
204,variation,MH13-L-Green,Marco Lightweight Active Hoodie-L-Green,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-green_main.jpg,,,MH13,,,,,,,Size,L,Color,Green,,,,,,,,,,,
205,variation,MH13-L-Lavender,Marco Lightweight Active Hoodie-L-Lavender,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-lavender_main.jpg,,,MH13,,,,,,,Size,L,Color,Lavender,,,,,,,,,,,
200,variation,MH13-M-Blue,Marco Lightweight Active Hoodie-M-Blue,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_back.jpg",,,MH13,,,,,,,Size,M,Color,Blue,,,,,,,,,,,
201,variation,MH13-M-Green,Marco Lightweight Active Hoodie-M-Green,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-green_main.jpg,,,MH13,,,,,,,Size,M,Color,Green,,,,,,,,,,,
202,variation,MH13-M-Lavender,Marco Lightweight Active Hoodie-M-Lavender,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-lavender_main.jpg,,,MH13,,,,,,,Size,M,Color,Lavender,,,,,,,,,,,
197,variation,MH13-S-Blue,Marco Lightweight Active Hoodie-S-Blue,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_back.jpg",,,MH13,,,,,,,Size,S,Color,Blue,,,,,,,,,,,
198,variation,MH13-S-Green,Marco Lightweight Active Hoodie-S-Green,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-green_main.jpg,,,MH13,,,,,,,Size,S,Color,Green,,,,,,,,,,,
199,variation,MH13-S-Lavender,Marco Lightweight Active Hoodie-S-Lavender,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-lavender_main.jpg,,,MH13,,,,,,,Size,S,Color,Lavender,,,,,,,,,,,
206,variation,MH13-XL-Blue,Marco Lightweight Active Hoodie-XL-Blue,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_back.jpg",,,MH13,,,,,,,Size,XL,Color,Blue,,,,,,,,,,,
207,variation,MH13-XL-Green,Marco Lightweight Active Hoodie-XL-Green,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-green_main.jpg,,,MH13,,,,,,,Size,XL,Color,Green,,,,,,,,,,,
208,variation,MH13-XL-Lavender,Marco Lightweight Active Hoodie-XL-Lavender,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-lavender_main.jpg,,,MH13,,,,,,,Size,XL,Color,Lavender,,,,,,,,,,,
194,variation,MH13-XS-Blue,Marco Lightweight Active Hoodie-XS-Blue,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,"http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/h/mh13-blue_back.jpg",,,MH13,,,,,,,Size,XS,Color,Blue,,,,,,,,,,,
195,variation,MH13-XS-Green,Marco Lightweight Active Hoodie-XS-Green,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-green_main.jpg,,,MH13,,,,,,,Size,XS,Color,Green,,,,,,,,,,,
196,variation,MH13-XS-Lavender,Marco Lightweight Active Hoodie-XS-Lavender,1,0,visible,,"<p>For cold-weather training or post-game layering, you need something more than a basic fleece. Our Marco Lightweight Active Hoodie brings both style and performance to the plate, court, or touchline. The smooth-faced, brushed-back fabric blocks wind and traps body heat, while integrated Cocona&reg; fibers pull moisture away.</p> <p>&bull; Light blue heather full zip hoodie.<br />&bull; Fitted flatlock seams.<br />&bull; Matching lining and drawstring. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,74,Clothing>Men>Tops>Hoodies & Sweatshirts,,,http://eimages.valtim.com/acme-images/product/m/h/mh13-lavender_main.jpg,,,MH13,,,,,,,Size,XS,Color,Lavender,,,,,,,,,,,
225,variable,MJ01,Beaumont Summit Kit,1,0,visible,This is a variable product called a Beaumont Summit Kit,"<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p> <p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,,,,1,0,0,0,,,,,1,,,42,Clothing>Men>Tops>Jackets,,,"http://eimages.valtim.com/acme-images/product/m/j/mj01-yellow_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj01-yellow_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj01-yellow_back.jpg",,,,,,,,,,Size,XS|S|M|L|XL,Color,Orange|Red|Yellow,,,,,,,,,,,
219,variation,MJ01-L-Orange,Beaumont Summit Kit-L-Orange,1,0,visible,,"<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p> <p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,42,Clothing>Men>Tops>Jackets,,,http://eimages.valtim.com/acme-images/product/m/j/mj01-orange_main.jpg,,,MJ01,,,,,,,Size,L,Color,Orange,,,,,,,,,,,
220,variation,MJ01-L-Red,Beaumont Summit Kit-L-Red,1,0,visible,,"<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p> <p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,42,Clothing>Men>Tops>Jackets,,,http://eimages.valtim.com/acme-images/product/m/j/mj01-red_main.jpg,,,MJ01,,,,,,,Size,L,Color,Red,,,,,,,,,,,
221,variation,MJ01-L-Yellow,Beaumont Summit Kit-L-Yellow,1,0,visible,,"<p>The smooth nylon shell around the Beaumont Summit Kit combats wind, reinforced with a cold-fighting brushed fleece layer. The jacket is reversible, giving you a new look for the return trek. Ample pocket space rounds out this hiker's paradise package.</p> <p>&bull; Yellow full zip rain jacket.<br />&bull; Full-zip front. <br />&bull; Stand-up collar. <br />&bull; Elasticized cuffs. <br />&bull; Machine wash/dry.</p>",,,,,1,100,0,0,1,,,,1,,,42,Clothing>Men>Tops>Jackets,,,"http://eimages.valtim.com/acme-images/product/m/j/mj01-yellow_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj01-yellow_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj01-yellow_back.jpg",,,MJ01,,,,,,,Size,L,Color,Yellow,,,,,,,,,,,
